CustomerID,Recency,Frequency,Monetary,Churn,PredictedChurn_random_forest
12559.0,319,1,3614.5,1,1
12560.0,4,2,25774.35,0,0
12562.0,7,7,58049.799999999996,0,0
12564.0,260,1,1008.6,1,1
12565.0,288,1,5578.06,1,1
12566.0,85,1,5730.799999999999,0,0
12567.0,22,10,119784.26,0,0
12569.0,7,11,67492.08,0,0
12572.0,8,2,16921.370000000003,0,0
12573.0,226,1,20942.22,1,1
12574.0,315,1,2993.76,1,1
12576.0,35,4,25660.300000000003,0,0
12577.0,34,3,35899.44,0,0
12578.0,20,2,28985.08,0,0
12579.0,77,1,11072.069999999998,0,0
12581.0,39,1,10611.5,0,0
12582.0,238,1,7233.660000000001,1,1
12583.0,2,11,49558.909999999996,0,0
12584.0,17,6,33061.64,0,0
12585.0,350,1,10755.27,1,1
12586.0,16,1,5505.52,0,0
12588.0,38,1,7174.06,0,0
12589.0,28,1,7599.63,0,0
12590.0,210,2,14141.29,1,1
12591.0,316,1,1276.8899999999999,1,1
12592.0,91,1,2521.8,0,0
12593.0,108,2,1243.6100000000001,0,0
12594.0,37,4,13326.400000000001,0,0
12596.0,50,2,6697.5,0,0
12597.0,18,4,59124.630000000005,0,0
12598.0,9,6,45482.43,0,0
12599.0,126,4,11975.15,0,0
12600.0,28,5,24798.33,0,0
12601.0,189,3,10887.84,1,1
12602.0,58,1,830.08,0,0
12604.0,78,2,3293.6900000000005,0,0
12607.0,59,1,30047.22,0,0
12609.0,77,3,10161.039999999999,0,0
12610.0,44,3,25374.38,0,0
12611.0,51,1,25587.0,0,0
12612.0,73,1,1508.67,0,0
12613.0,56,2,25667.24,0,0
12615.0,1,4,26205.1,0,0
12616.0,94,2,6240.34,0,0
12617.0,28,1,21320.84,0,0
12618.0,21,1,8634.789999999999,0,0
12619.0,15,5,28981.06,0,0
12620.0,14,3,17804.27,0,0
12621.0,1,18,92960.32,0,0
12624.0,177,1,8370.79,0,0
12625.0,211,2,19487.100000000002,1,1
12626.0,22,8,85845.73,0,0
12627.0,10,7,71256.71,0,0
12628.0,3,3,24463.53,0,0
12630.0,9,2,24460.67,0,0
12631.0,56,1,10248.8,0,0
12633.0,58,3,17924.47,0,0
12635.0,89,2,23364.87,0,0
12637.0,66,8,87940.86,0,0
12638.0,32,1,12807.689999999999,0,0
12639.0,238,1,9387.6,1,1
12640.0,24,2,12539.759999999998,0,0
12642.0,50,2,14758.74,0,0
12643.0,127,2,1119.74,0,0
12644.0,129,1,11673.56,0,0
12645.0,109,3,12703.669999999998,0,0
12646.0,48,1,20285.010000000002,0,0
12647.0,21,8,33835.770000000004,0,0
12649.0,106,2,6516.69,0,0
12650.0,2,1,9108.71,0,0
12651.0,334,1,603.76,1,1
12652.0,330,1,168.92,1,1
12653.0,148,1,13043.24,0,0
12656.0,16,5,32095.44,0,0
12657.0,10,2,12762.54,0,0
12658.0,18,1,5191.120000000001,0,0
12659.0,29,1,1151.37,0,0
12660.0,10,1,711.1499999999999,0,0
12662.0,0,10,88381.44,0,0
12668.0,11,4,52515.100000000006,0,0
12669.0,150,2,7832.59,0,0
12670.0,9,4,28116.570000000003,0,0
12672.0,329,1,2335.75,1,1
12673.0,4,2,17614.71,0,0
12674.0,38,4,26983.27,0,0
12676.0,24,2,5658.05,0,0
12678.0,41,7,48276.77,0,0
12679.0,58,2,14975.35,0,0
12680.0,0,4,20128.75,0,0
12681.0,14,21,145619.55,0,0
12682.0,3,24,130794.65,0,0
12683.0,3,13,111818.28,0,0
12684.0,24,4,26975.28,0,0
12685.0,27,6,32397.46,0,0
12686.0,371,1,44.9,1,1
12688.0,113,1,20698.72,0,0
12689.0,25,2,29602.809999999998,0,0
12690.0,205,1,14124.47,1,1
12691.0,144,2,563.4399999999999,0,0
12693.0,126,2,3813.55,0,0
12694.0,69,2,3280.32,0,0
12695.0,106,2,14989.84,0,0
12697.0,28,3,6295.47,0,0
12700.0,7,4,60174.49,0,0
12701.0,79,1,1478.39,0,0
12702.0,19,1,2920.11,0,0
12703.0,70,1,2006.9,0,0
12704.0,21,5,32091.66,0,0
12705.0,14,8,65433.94,0,0
12707.0,291,1,5429.360000000001,1,1
12708.0,29,9,49651.83,0,0
12709.0,14,10,74682.39,0,0
12710.0,96,2,20964.72,0,0
12712.0,146,8,36021.96,0,0
12713.0,0,1,3543.99,0,0
12714.0,8,5,80954.47,0,0
12715.0,105,1,12422.490000000002,0,0
12716.0,3,2,23788.739999999998,0,0
12717.0,150,2,6586.71,0,0
12718.0,70,1,11001.34,0,0
12719.0,4,1,10275.04,0,0
12720.0,2,17,99888.78,0,0
12721.0,31,5,41725.35,0,0
12722.0,84,3,15808.77,0,0
12723.0,3,3,23630.14,0,0
12724.0,4,4,8218.48,0,0
12725.0,370,1,14197.49,1,1
12726.0,27,4,23909.28,0,0
12727.0,10,5,43591.65,0,0
12728.0,70,3,7060.62,0,0
12729.0,113,1,14251.91,0,0
12731.0,23,9,70454.2,0,0
12732.0,179,1,5327.59,0,0
12733.0,233,1,2616.0699999999997,1,1
12735.0,314,2,14015.22,1,1
12739.0,98,1,15138.84,0,0
12740.0,63,1,10970.86,0,0
12743.0,133,2,16867.9,0,0
12744.0,55,5,70209.81,0,0
12747.0,21,7,24766.86,0,0
12748.0,0,135,1237963.34,0,0
12749.0,3,4,77670.01,0,0
12750.0,128,1,5842.56,0,0
12752.0,80,1,847.0000000000001,0,0
12753.0,22,5,48535.76,0,0
12754.0,308,1,17809.75,1,1
12757.0,15,7,85731.86,0,0
12758.0,116,2,20289.08,0,0
12759.0,51,3,10971.779999999999,0,0
12762.0,7,2,16826.02,0,0
12763.0,368,1,3465.24,1,1
12764.0,316,1,17857.16,1,1
12766.0,3,7,81926.31,0,0
12769.0,238,1,7467.74,1,1
12772.0,59,1,15011.93,0,0
12775.0,16,3,9524.34,0,0
12778.0,19,5,5798.92,0,0
12779.0,37,7,43451.2,0,0
12781.0,284,1,6739.3,1,1
12782.0,4,4,22305.510000000002,0,0
12783.0,32,3,6264.0,0,0
12784.0,14,1,15661.57,0,0
12790.0,191,1,5499.2,1,1
12792.0,256,1,4481.0,1,1
12793.0,334,2,7664.75,1,1
12794.0,98,1,8161.45,0,0
12795.0,18,1,621.76,0,0
12797.0,365,1,5100.83,1,1
12802.0,186,1,2236.2700000000004,1,1
12808.0,36,2,6480.51,0,0
12809.0,177,1,1735.02,0,0
12811.0,261,2,3793.14,1,1
12812.0,44,1,7420.5,0,0
12815.0,147,2,1778.75,0,0
12816.0,95,2,11706.29,0,0
12820.0,2,4,13849.53,0,0
12822.0,86,1,28.26,0,0
12824.0,59,1,7134.0,0,0
12826.0,2,5,22163.28,0,0
12828.0,2,4,23144.29,0,0
12829.0,359,1,2519.04,1,1
12830.0,90,2,1513.48,0,0
12831.0,261,1,4117.44,1,1
12832.0,31,2,15445.66,0,0
12833.0,144,1,650.88,0,0
12834.0,282,1,9735.89,1,1
12836.0,58,4,40912.19,0,0
12837.0,172,1,7304.469999999999,0,0
12838.0,33,2,39597.16,0,0
12839.0,2,13,77567.71,0,0
12840.0,143,4,31858.37,0,0
12841.0,4,21,101471.06999999999,0,0
12842.0,69,2,7986.93,0,0
12843.0,159,4,22650.53,0,0
12844.0,129,1,8433.44,0,0
12845.0,289,1,1697.0400000000002,1,1
12847.0,21,1,24301.079999999998,0,0
12849.0,30,2,5955.639999999999,0,0
12851.0,96,1,3946.82,0,0
12852.0,294,1,1948.1599999999999,1,1
12853.0,134,3,3828.67,0,0
12854.0,78,3,30850.030000000002,0,0
12856.0,7,6,79446.40000000001,0,0
12857.0,210,2,20323.24,1,1
12865.0,25,2,33917.270000000004,0,0
12866.0,282,1,6246.42,1,1
12867.0,25,7,127618.83,0,0
12868.0,217,4,9892.77,1,1
12872.0,326,2,20868.09,1,1
12873.0,281,1,878.46,1,1
12876.0,57,2,24042.55,0,0
12877.0,3,9,35849.1,0,0
12878.0,235,1,10301.83,1,1
12882.0,33,1,1119.69,0,0
12883.0,24,2,5957.17,0,0
12885.0,62,2,16746.13,0,0
12886.0,67,2,32655.620000000003,0,0
12890.0,23,1,7060.54,0,0
12891.0,292,1,7324.48,1,1
12893.0,30,1,7799.74,0,0
12895.0,86,1,7608.960000000001,0,0
12901.0,169,6,25044.31,0,0
12904.0,17,2,25114.96,0,0
12906.0,11,3,17732.28,0,0
12909.0,39,4,32198.100000000002,0,0
12910.0,241,1,1400.24,1,1
12912.0,2,3,10528.240000000002,0,0
12913.0,4,3,8439.72,0,0
12915.0,372,1,5521.92,1,1
12916.0,138,3,36567.33,0,0
12919.0,7,2,8465.02,0,0
12920.0,16,1,7292.840000000001,0,0
12921.0,8,30,180084.66,0,0
12922.0,160,1,9170.88,0,0
12923.0,63,1,1781.52,0,0
12924.0,87,3,7839.849999999999,0,0
12925.0,4,2,26457.74,0,0
12928.0,34,5,30692.38,0,0
12930.0,77,2,5745.19,0,0
12931.0,119,3,27590.8,0,0
12933.0,23,3,40416.45,0,0
12935.0,1,4,14761.73,0,0
12936.0,16,3,6167.14,0,0
12937.0,14,4,24925.82,0,0
12939.0,63,3,20759.08,0,0
12940.0,54,2,28489.87,0,0
12942.0,130,2,9132.550000000001,0,0
12944.0,35,2,5207.42,0,0
12945.0,287,1,3411.08,1,1
12947.0,181,5,17000.25,1,1
12948.0,15,5,31533.25,0,0
12949.0,30,5,61249.14,0,0
12950.0,1,2,1560.54,0,0
12951.0,248,2,4184.79,1,1
12952.0,5,3,20104.03,0,0
12953.0,9,1,9047.6,0,0
12955.0,7,8,24809.45,0,0
12956.0,305,1,10486.75,1,1
12957.0,9,7,79031.01000000001,0,0
12962.0,112,1,931.71,0,0
12963.0,7,7,29027.14,0,0
12965.0,88,1,45402.31,0,0
12967.0,371,1,1237.8300000000002,1,1
12970.0,6,3,53533.82,0,0
12971.0,19,31,87830.72,0,0
12974.0,197,1,4100.9800000000005,1,1
12976.0,211,1,11046.83,1,1
12980.0,187,1,115.65,1,1
12981.0,29,1,1450.8,0,0
12982.0,242,1,8625.39,1,1
12985.0,0,2,11677.56,0,0
12987.0,73,1,675.6,0,0
12988.0,291,1,16192.17,1,1
12989.0,8,4,12376.07,0,0
12991.0,22,2,4369.47,0,0
12993.0,207,2,7349.599999999999,1,1
12994.0,3,1,3152.58,0,0
12997.0,88,3,11727.16,0,0
12999.0,245,1,3104.26,1,1
13000.0,259,2,8697.869999999999,1,1
13001.0,3,12,94143.55,0,0
13003.0,105,2,984.1599999999999,0,0
13004.0,11,13,113037.23999999999,0,0
13005.0,245,1,6947.849999999999,1,1
13012.0,8,5,23245.72,0,0
13013.0,20,9,57604.19,0,0
13014.0,35,4,12454.380000000001,0,0
13015.0,52,5,56441.32,0,0
13016.0,72,3,17542.12,0,0
13018.0,15,21,109725.04000000001,0,0
13021.0,3,6,25717.91,0,0
13023.0,63,2,11395.61,0,0
13026.0,0,3,11330.58,0,0
13027.0,113,5,9578.59,0,0
13028.0,22,2,7450.2,0,0
13030.0,10,2,17698.91,0,0
13032.0,51,2,30289.18,0,0
13034.0,54,2,5937.77,0,0
13035.0,260,1,4661.120000000001,1,1
13037.0,218,1,1807.92,1,1
13038.0,79,3,26414.73,0,0
13040.0,8,2,4846.47,0,0
13043.0,272,1,733.74,1,1
13044.0,290,1,4454.81,1,1
13045.0,98,1,2296.04,0,0
13046.0,30,2,6479.97,0,0
13047.0,56,7,38968.23,0,0
13048.0,13,4,32822.13,0,0
13050.0,14,16,122576.5,0,0
13052.0,211,1,16523.31,1,1
13055.0,77,2,31091.97,0,0
13059.0,249,1,169.33,1,1
13060.0,253,1,1157.56,1,1
13061.0,71,1,3991.2,0,0
13064.0,12,3,11393.099999999999,0,0
13065.0,372,1,5132.77,1,1
13066.0,23,2,23418.81,0,0
13067.0,81,1,10606.46,0,0
13069.0,0,19,119019.01,0,0
13070.0,191,1,10585.98,1,1
13077.0,0,4,36942.77,0,0
13078.0,2,21,106860.41,0,0
13079.0,74,1,6384.0,0,0
13081.0,11,9,328485.79,0,0
13082.0,176,3,16320.59,0,0
13083.0,3,2,7348.16,0,0
13085.0,157,2,3516.49,0,0
13089.0,3,57,464749.84,0,0
13090.0,8,9,81676.95,0,0
13091.0,27,1,4523.7,0,0
13092.0,276,1,6181.42,1,1
13093.0,286,7,43558.479999999996,1,1
13094.0,336,1,335.52,1,1
13095.0,70,1,3740.52,0,0
13097.0,32,9,86750.03,0,0
13098.0,0,19,96590.1,0,0
13102.0,7,17,120510.39,0,0
13103.0,39,1,213.36,0,0
13104.0,85,2,7323.21,0,0
13106.0,132,1,1738.03,0,0
13107.0,85,3,31816.6,0,0
13109.0,59,2,17354.37,0,0
13110.0,30,5,27086.2,0,0
13113.0,0,17,41032.2,0,0
13115.0,11,4,13838.619999999999,0,0
13116.0,137,1,33802.72,0,0
13117.0,21,6,10882.369999999999,0,0
13118.0,19,3,17620.14,0,0
13121.0,268,1,9753.460000000001,1,1
13122.0,239,1,17460.18,1,1
13124.0,89,3,61609.38,0,0
13126.0,4,6,14097.630000000001,0,0
13127.0,77,1,7920.65,0,0
13131.0,22,1,4270.27,0,0
13134.0,85,3,18887.72,0,0
13136.0,55,4,40932.83,0,0
13137.0,10,8,198860.36000000002,0,0
13138.0,21,5,38633.99,0,0
13139.0,32,5,62861.56,0,0
13140.0,107,3,16207.23,0,0
13141.0,84,5,54997.590000000004,0,0
13142.0,18,1,15439.630000000001,0,0
13145.0,39,1,126.9,0,0
13146.0,25,1,669.12,0,0
13148.0,28,10,115304.73,0,0
13149.0,13,4,30486.14,0,0
13151.0,295,1,5026.92,1,1
13155.0,32,3,22830.36,0,0
13157.0,48,3,28733.57,0,0
13158.0,94,3,19113.170000000002,0,0
13159.0,8,4,23851.5,0,0
13160.0,21,1,236.88,0,0
13161.0,312,1,810.37,1,1
13162.0,121,3,17702.79,0,0
13165.0,45,1,22916.32,0,0
13166.0,282,1,427.09000000000003,1,1
13167.0,130,2,6481.49,0,0
13168.0,198,3,20517.65,1,1
13169.0,63,1,77.67,0,0
13170.0,26,1,9325.619999999999,0,0
13171.0,48,2,13877.76,0,0
13173.0,3,2,20642.94,0,0
13174.0,15,3,65411.729999999996,0,0
13176.0,45,1,30606.65,0,0
13177.0,64,1,2763.5699999999997,0,0
13178.0,25,10,92392.53,0,0
13182.0,44,1,781.88,0,0
13183.0,36,4,18180.21,0,0
13184.0,14,7,34623.76,0,0
13186.0,93,2,12508.86,0,0
13187.0,336,1,12972.78,1,1
13189.0,114,1,6568.21,0,0
13192.0,94,2,16200.42,0,0
13193.0,60,1,6151.07,0,0
13196.0,10,3,39094.28,0,0
13198.0,9,6,81381.16,0,0
13199.0,3,11,41675.83,0,0
13200.0,21,3,11798.619999999999,0,0
13203.0,9,2,5856.4400000000005,0,0
13208.0,58,4,26572.63,0,0
13209.0,29,6,87066.08,0,0
13210.0,93,1,7104.5199999999995,0,0
13211.0,94,1,11985.68,0,0
13212.0,19,3,48795.36,0,0
13213.0,56,3,22497.670000000002,0,0
13216.0,267,1,907.4,1,1
13220.0,219,1,4404.84,1,1
13221.0,239,2,28970.63,1,1
13224.0,59,2,26467.0,0,0
13225.0,2,2,2595.13,0,0
13227.0,201,1,712.3199999999999,1,1
13229.0,225,1,7516.96,1,1
13230.0,3,12,159638.62,0,0
13232.0,12,6,59452.5,0,0
13233.0,73,1,2232.51,0,0
13235.0,211,1,9248.82,1,1
13236.0,106,1,2721.13,0,0
13238.0,22,3,12265.1,0,0
13239.0,261,1,4607.31,1,1
13240.0,256,2,9055.82,1,1
13242.0,213,1,2600.01,1,1
13243.0,202,1,5121.0,1,1
13244.0,92,1,2156.55,0,0
13245.0,50,1,4590.51,0,0
13246.0,17,5,29176.84,0,0
13247.0,50,2,7625.04,0,0
13248.0,188,1,5988.2,1,1
13249.0,92,1,10621.380000000001,0,0
13253.0,156,2,8977.369999999999,0,0
13258.0,22,2,15460.259999999998,0,0
13259.0,61,1,44793.090000000004,0,0
13260.0,60,1,6415.62,0,0
13263.0,0,33,439639.52,0,0
13265.0,183,3,22999.4,1,1
13266.0,10,9,46390.93,0,0
13267.0,2,12,52633.25,0,0
13268.0,17,10,128151.38,0,0
13269.0,10,12,109894.07,0,0
13271.0,36,1,15177.16,0,0
13272.0,30,2,9811.94,0,0
13273.0,112,1,6335.51,0,0
13276.0,63,2,15581.37,0,0
13278.0,40,1,21183.14,0,0
13279.0,77,1,1927.17,0,0
13280.0,315,2,7157.02,1,1
13282.0,17,2,10236.619999999999,0,0
13284.0,330,1,2798.44,1,1
13285.0,22,4,40451.71,0,0
13291.0,155,1,10790.849999999999,0,0
13292.0,283,1,10398.21,1,1
13294.0,189,2,19689.72,1,1
13295.0,359,1,7719.9800000000005,1,1
13296.0,136,1,9146.55,0,0
13297.0,7,2,30825.66,0,0
13298.0,0,1,711.9,0,0
13299.0,267,1,3115.9999999999995,1,1
13300.0,168,1,913.5,0,0
13301.0,103,4,18811.489999999998,0,0
13304.0,350,1,5627.7,1,1
13305.0,21,5,13416.09,0,0
13308.0,22,3,13313.66,0,0
13309.0,6,5,36680.79,0,0
13310.0,27,3,29169.31,0,0
13311.0,3,2,13916.57,0,0
13313.0,35,3,17738.809999999998,0,0
13314.0,62,2,24197.5,0,0
13316.0,36,3,21358.73,0,0
13317.0,65,5,42710.05,0,0
13318.0,5,2,3057.5699999999997,0,0
13319.0,16,18,104890.33,0,0
13320.0,77,4,19485.010000000002,0,0
13321.0,85,1,4015.54,0,0
13322.0,16,1,8103.4,0,0
13323.0,2,3,9560.45,0,0
13324.0,35,5,13164.04,0,0
13325.0,81,1,1001.92,0,0
13327.0,38,7,31914.260000000002,0,0
13328.0,315,1,2469.6,1,1
13330.0,92,1,3165.16,0,0
13332.0,13,1,3969.72,0,0
13334.0,81,3,78669.24,0,0
13336.0,76,1,15867.67,0,0
13338.0,157,1,1426.56,0,0
13339.0,200,1,11593.71,1,1
13340.0,44,7,40958.67,0,0
13341.0,260,1,5147.8,1,1
13343.0,177,1,2833.4500000000003,0,0
13344.0,67,2,54329.409999999996,0,0
13345.0,287,1,14465.759999999998,1,1
13347.0,69,1,1519.21,0,0
13348.0,63,1,107.36,0,0
13350.0,78,1,4605.9,0,0
13351.0,65,1,7242.76,0,0
13352.0,59,1,1136.85,0,0
13354.0,70,1,17075.53,0,0
13355.0,121,1,3051.0299999999997,0,0
13356.0,79,1,5777.78,0,0
13357.0,256,1,33156.56,1,1
13358.0,268,1,296.19,1,1
13359.0,63,1,120.9,0,0
13362.0,8,3,27345.27,0,0
13363.0,17,2,17958.31,0,0
13364.0,70,1,3955.77,0,0
13365.0,33,2,28782.14,0,0
13368.0,256,1,16887.15,1,1
13369.0,365,1,422.59,1,1
13370.0,371,1,12267.969999999998,1,1
13372.0,89,1,2321.73,0,0
13373.0,60,3,38701.29,0,0
13375.0,88,1,15183.220000000001,0,0
13376.0,203,2,5645.88,1,1
13379.0,25,3,21125.05,0,0
13381.0,31,6,51644.65,0,0
13382.0,280,1,4209.400000000001,1,1
13384.0,30,7,66251.28,0,0
13385.0,329,1,15929.23,1,1
13388.0,130,1,2491.65,0,0
13389.0,10,3,8236.95,0,0
13390.0,74,1,3473.88,0,0
13394.0,1,8,44684.71,0,0
13395.0,184,1,3325.14,1,1
13396.0,28,2,19780.899999999998,0,0
13397.0,72,5,12586.880000000001,0,0
13398.0,191,1,2422.11,1,1
13402.0,371,1,2138.8500000000004,1,1
13404.0,212,1,1171.5,1,1
13405.0,203,1,5238.719999999999,1,1
13408.0,1,35,136587.99,0,0
13410.0,74,2,2440.6000000000004,0,0
13411.0,106,1,5279.719999999999,0,0
13414.0,133,2,6635.9800000000005,0,0
13416.0,80,1,2394.13,0,0
13417.0,4,1,3569.4,0,0
13418.0,11,13,69235.35,0,0
13419.0,63,1,1867.21,0,0
13420.0,170,1,82.64,0,0
13421.0,39,2,19651.61,0,0
13422.0,63,1,45719.69,0,0
13425.0,107,3,17295.97,0,0
13426.0,0,8,32873.06,0,0
13427.0,119,2,850.49,0,0
13428.0,9,1,10490.45,0,0
13429.0,10,3,24236.71,0,0
13430.0,18,2,9128.34,0,0
13431.0,66,2,16398.04,0,0
13434.0,73,1,233.73,0,0
13435.0,4,6,32007.43,0,0
13436.0,1,1,12340.98,0,0
13437.0,13,6,48807.32,0,0
13439.0,254,1,14700.810000000001,1,1
13441.0,91,1,12964.66,0,0
13447.0,22,3,17520.43,0,0
13448.0,16,5,27197.41,0,0
13449.0,23,1,6311.66,0,0
13450.0,88,4,16187.17,0,0
13451.0,25,5,106976.26,0,0
13453.0,165,2,11257.48,0,0
13455.0,24,2,19435.53,0,0
13456.0,17,5,23218.32,0,0
13458.0,22,12,100145.04,0,0
13460.0,49,1,11602.53,0,0
13461.0,38,3,16190.119999999999,0,0
13462.0,252,1,2801.4,1,1
13464.0,57,1,14491.79,0,0
13466.0,183,1,2335.27,1,1
13467.0,10,2,23198.82,0,0
13468.0,1,17,75512.92,0,0
13470.0,98,2,11482.11,0,0
13471.0,5,3,56543.96,0,0
13473.0,332,1,3567.62,1,1
13474.0,235,1,28800.23,1,1
13475.0,190,4,25921.449999999997,1,1
13476.0,178,2,13115.900000000001,0,0
13477.0,37,4,23229.63,0,0
13479.0,200,2,3938.2700000000004,1,1
13481.0,45,4,13142.31,0,0
13485.0,232,1,2849.9,1,1
13486.0,77,3,13613.09,0,0
13487.0,212,2,13500.06,1,1
13488.0,16,12,131524.36,0,0
13489.0,104,3,7437.85,0,0
13491.0,246,6,28778.18,1,1
13492.0,135,2,18928.62,0,0
13493.0,274,1,1583.52,1,1
13494.0,311,1,3311.33,1,1
13495.0,35,2,3245.5800000000004,0,0
13496.0,10,2,11482.220000000001,0,0
13497.0,282,2,5909.4,1,1
13499.0,28,2,9996.28,0,0
13500.0,22,3,13422.5,0,0
13501.0,287,1,23952.12,1,1
13502.0,16,3,11747.100000000002,0,0
13503.0,70,1,1609.3,0,0
13504.0,63,1,6644.950000000001,0,0
