CustomerID,frequency,recency,T,monetary_value,predicted_purchases,predicted_purchases_30d,predicted_monetary,predicted_sales_next_30d
18283.0,13.0,334.0,337.0,143108.48769230768,1.0216291358262375,1.0041797072833554,128183.05931421192,128718.8269808303
17757.0,29.0,371.0,372.0,64247.64448275862,2.0290960134343945,1.9290939939190446,63892.450462397916,123254.5424437819
13137.0,7.0,298.0,308.0,237828.93285714285,0.6227123576639596,0.6420841956415279,186359.3591372272,119658.39921189715
15159.0,18.0,360.0,361.0,98165.71333333333,1.3134830685173098,1.2721253291748085,92975.95861564296,118277.07195926817
13755.0,7.0,60.0,63.0,81087.17857142857,1.779207630752116,1.5565123915457046,75057.45973756872,116827.86615946851
12415.0,15.0,313.0,337.0,110680.28,1.169133928380708,1.1376735471114179,102615.95905288286,116743.46212593325
16904.0,14.0,363.0,367.0,126335.83428571429,1.0201288052596864,1.003904594397456,115139.1466713982,115588.7183384192
17338.0,7.0,344.0,361.0,257007.0357142857,0.545925448967884,0.5695665026118455,199977.6785480912,113900.58697107219
12921.0,22.0,364.0,373.0,78150.13727272727,1.5492339631070153,1.4890898450146794,76096.60519901993,113314.68204195185
17675.0,28.0,366.0,367.0,59217.33892857143,1.9835536000616414,1.8863329487112677,59316.50102884841,111890.67029298257
12856.0,5.0,56.0,63.0,110513.268,1.3244158502848247,1.2068625011078868,92246.86965041485,111329.28782567289
13098.0,25.0,316.0,317.0,57981.575999999994,2.0073419124312117,1.8964510860648454,58218.188067758434,110407.9459898279
15856.0,20.0,361.0,365.0,82170.647,1.4396072504699522,1.3878715890849906,79434.77063569501,110245.26135076379
15529.0,10.0,344.0,366.0,170024.347,0.7464904151733016,0.7528792856814592,145634.11958132533,109644.91192123643
17735.0,17.0,365.0,367.0,96801.35647058825,1.226582445186562,1.1930371140794527,91546.60511018054,109218.49756442106
13969.0,16.0,358.0,365.0,102463.303125,1.1630619468518926,1.1346248099391456,96071.86140692123,109005.51748932795
14704.0,8.0,169.0,180.0,121908.785,1.0633528541003858,1.029978742687591,105690.04237342965,108858.49695838329
14502.0,8.0,294.0,313.0,187299.81,0.6930401835414826,0.7053142562836796,153869.9701563246,108526.68356520006
16923.0,16.0,350.0,362.0,101200.46625,1.1711044054550943,1.141658538283846,95000.4010035664,108458.01894611082
15547.0,11.0,355.0,362.0,146890.2109090909,0.8231189995540639,0.823394770677843,129030.81981437087,106243.30229142797
18122.0,5.0,142.0,150.0,173321.27000000002,0.7981161292215463,0.8017454286820141,132212.23662220716,106000.55632767937
16241.0,11.0,360.0,369.0,148923.67727272728,0.8099511688925465,0.8112911299915129,130644.93778155756,105991.07920047072
14194.0,14.0,304.0,308.0,98865.5792857143,1.1798027182516768,1.1459105138263697,92325.7614898798,105797.06078827902
17920.0,16.0,369.0,373.0,97681.4175,1.1420347167510716,1.115890813263975,92014.64609907779,102678.29826769677
14505.0,7.0,345.0,362.0,229774.6,0.5446587244776203,0.5683582378880377,180639.99897386594,102668.23150888339
13230.0,12.0,361.0,365.0,126801.29583333334,0.8865730319212558,0.8815523127480611,114007.90029386715,100503.92817560895
13694.0,34.0,370.0,373.0,42841.67323529412,2.3638721076619853,2.2361752048106527,44194.39526996818,98826.41089430405
12681.0,19.0,353.0,367.0,75009.94210526315,1.3640554495262325,1.3185774053811559,73085.12677279959,96368.39683203094
14730.0,6.0,275.0,276.0,201028.55666666667,0.5935600608351898,0.6176862008444676,155621.28467747255,96125.12010296337
15427.0,1.0,14.0,47.0,551410.31,0.47228061208298455,0.5082298078276172,187594.2417663942,95340.98544250207
14534.0,17.0,316.0,318.0,73515.83705882353,1.3819118551650806,1.3299218874982675,71612.18359944418,95238.61038044527
17611.0,13.0,354.0,361.0,108515.12769230768,0.9645724412244903,0.9528049865475692,99823.91908161975,95112.72787768835
16713.0,14.0,348.0,366.0,100727.39785714286,1.0223451328131083,1.0055296620193808,93871.95697325279,94391.03716841273
17590.0,2.0,38.0,40.0,198668.11000000002,0.778179475516336,0.7865192845062795,117260.33159601566,92227.51210786731
14554.0,3.0,42.0,52.0,138546.66,0.9488485147565578,0.9150673625046085,100367.21328509419,91842.76114272865
14667.0,22.0,358.0,368.0,61079.33909090909,1.5669436724570756,1.504639384515132,60988.369413133114,91765.5026163581
14088.0,11.0,312.0,322.0,112397.41636363637,0.9073143178380741,0.8996895412268237,101651.24746937539,91454.56420085666
14367.0,12.0,268.0,276.0,89839.2575,1.1152826764430603,1.0851244609890225,84155.27417175903,91318.94652501342
15861.0,5.0,255.0,267.0,224016.356,0.5201349991029337,0.552310459849137,164470.0326217769,90838.51934873615
13018.0,19.0,279.0,295.0,57990.86000000001,1.6337998343739124,1.553190583171284,58291.20859743509,90537.35627520917
12682.0,26.0,368.0,371.0,50656.72076923077,1.8291122253808825,1.7455369692776723,51610.51792778841,90088.06704652276
16474.0,5.0,138.0,145.0,137087.382,0.8167781616552572,0.8175746519558209,109156.24718419222,89243.38080041952
15023.0,10.0,366.0,369.0,135978.104,0.7414862828342909,0.748658954988523,119155.06943207371,89206.5097626012
16813.0,9.0,196.0,204.0,92334.58,1.0797857840189227,1.047085609133795,84611.17246747308,88595.14106262864
15358.0,14.0,361.0,365.0,92323.74857142857,1.0248305022806574,1.0081396041508508,86892.9286356785,87600.20267828106
16049.0,2.0,35.0,75.0,251395.715,0.5885416828029121,0.6293838851049259,138968.74463152522,87464.68840434366
13471.0,3.0,46.0,47.0,122337.56999999999,0.9899167415821349,0.9457166517234651,92065.93311745953,87068.2860056403
15498.0,16.0,364.0,366.0,78866.72625,1.1604308083499502,1.1323897446676952,76051.22511034425,86119.62738436814
14415.0,12.0,359.0,360.0,104866.84583333333,0.896924450952948,0.8910181549420596,96292.40178323555,85798.27817183803
14698.0,4.0,50.0,51.0,89135.0875,1.2069955899600222,1.1102976845270471,77113.87309533369,85619.35474266156
14562.0,16.0,301.0,304.0,66366.61875,1.3533399275364726,1.302319832237943,65445.44499014559,85230.90094030392
17238.0,14.0,369.0,371.0,89702.93000000001,1.0108668942648018,0.9955909220544628,84716.40193212673,84342.88071274252
16686.0,6.0,308.0,355.0,213987.60666666666,0.4827757934033278,0.5113618889890134,164399.34098756762,84067.5575559515
14178.0,6.0,174.0,182.0,120076.21833333334,0.8158650487400505,0.8168385926368121,100786.69538860736,82326.46241774512
16161.0,18.0,367.0,368.0,66526.91777777778,1.2924400878786952,1.2534588962247755,65672.10979527034,82317.29025673182
15033.0,9.0,325.0,329.0,125599.59111111112,0.7406335590885875,0.7484831662304733,109859.11100679006,82227.69524562726
15640.0,14.0,368.0,372.0,86934.81642857143,1.0085611629879176,0.9934711190467806,82417.55027854038,81879.45590431582
16712.0,8.0,267.0,276.0,122000.97625,0.767441449137396,0.773394282224006,105757.96863345105,81792.60824073681
12474.0,16.0,312.0,329.0,67359.57375,1.2681275709245687,1.227339354698503,66287.92273677712,81357.77631606026
12867.0,6.0,334.0,360.0,207035.665,0.47724555469729313,0.5065850818007986,159690.31251599785,80896.73002871187
15356.0,9.0,337.0,368.0,135586.19222222222,0.6743739338596726,0.6865493042140369,117438.8797382001,80627.58117193724
13408.0,40.0,372.0,373.0,28760.9175,2.7711976145735595,2.6097053203323064,30863.181073682877,80543.80785036954
13536.0,6.0,74.0,75.0,62257.388333333336,1.4225165902122265,1.2921319817003882,61622.0231692846,79623.78691411494
17231.0,9.0,349.0,361.0,130890.5688888889,0.6854724192293705,0.697358218113442,113874.93055063518,79411.61865658291
13985.0,14.0,260.0,264.0,62194.93714285714,1.3357202857116977,1.2810494571080693,61871.67636913297,79260.67742304395
17315.0,34.0,356.0,357.0,32051.889117647057,2.4527084791793836,2.3130563006165983,34241.20699529165,79201.8395811765
13668.0,20.0,360.0,362.0,56099.166000000005,1.4496508280915537,1.396780934444622,56622.884333487265,79089.7652902781
15707.0,3.0,51.0,86.0,148032.92666666667,0.7402283163014921,0.7515856706337438,105225.48462203497,79085.96642741284
14895.0,10.0,283.0,290.0,96163.396,0.9046565630626348,0.8967297783838863,88189.66600092832,79082.29964876141
15444.0,1.0,31.0,40.0,377048.29,0.5028087345091105,0.5544961385790927,142397.01769261,78958.596455731
13319.0,16.0,360.0,365.0,70971.99625,1.1630802511386449,1.134689988561843,69352.90107686406,78694.04252963752
17602.0,5.0,322.0,324.0,223029.234,0.44470947098712454,0.479847680691826,163841.91690849676,78619.16382864503
18096.0,2.0,52.0,63.0,194543.025,0.6424324144184089,0.6801580200089057,115561.99826593959,78600.41992883406
17346.0,13.0,370.0,373.0,89529.88692307692,0.9384075787717101,0.9291921052414422,84260.0910717317,78293.81141077803
15867.0,14.0,364.0,369.0,81705.77214285715,1.0154629948931158,0.9996781510845629,78074.95493600651,78049.82659643756
16746.0,16.0,354.0,358.0,68890.55,1.182158455479521,1.151725873077943,67586.88736382104,77841.56685771738
17220.0,9.0,340.0,364.0,128392.12666666665,0.6806539504745499,0.6925980770583638,111978.6282929867,77556.18262735588
17139.0,8.0,273.0,288.0,118204.42,0.741602844904599,0.7498304432720706,102960.67640644131,77203.04962943411
15044.0,14.0,343.0,362.0,79169.61071428572,1.03182042653875,1.0140150053488903,75968.73395070768,77033.43616337527
17954.0,11.0,366.0,371.0,103542.88454545454,0.8062911005198752,0.8080071944919109,94622.7275221877,76455.84460037542
16794.0,8.0,179.0,180.0,78952.5875,1.063473735340477,1.0305447017092846,74040.03392995024,76301.56468088587
12540.0,16.0,342.0,361.0,67847.106875,1.1737296872660414,1.1437412636066027,66701.57270939242,76289.34105518817
18109.0,24.0,368.0,369.0,45168.40666666667,1.7004915863791619,1.62740311416388,46777.2134100955,76125.38277549783
17758.0,5.0,231.0,250.0,172272.07,0.5478267125872613,0.5781999976992843,131544.62004961175,76059.09901003874
13004.0,16.0,346.0,357.0,66469.11875,1.1848623878914313,1.1539439171503243,65532.41163921804,75620.72778726676
14085.0,15.0,366.0,368.0,72827.69733333333,1.0864632249869979,1.0647476018856572,70820.96632502208,75406.45405779214
13268.0,9.0,250.0,267.0,94384.60777777777,0.8772137149924822,0.8713502131553728,86167.13092377243,75081.74789741602
12757.0,8.0,196.0,211.0,87755.05625,0.9455601427601229,0.9300531519298404,80525.66875041972,74893.1520325861
12621.0,16.0,364.0,365.0,66702.579375,1.163112603206267,1.134805597986846,65730.49250016057,74591.33084761462
16558.0,19.0,366.0,366.0,55761.51789473685,1.3673647964389344,1.3219242621381302,56353.342354933164,74494.85051156246
18102.0,25.0,367.0,367.0,41958.2228,1.777120338384487,1.697300770694023,43838.59684941283,74407.28421865297
12471.0,19.0,362.0,364.0,55016.34368421053,1.37366320510121,1.3274520154943839,55705.59612345403,73946.50584839519
18069.0,4.0,301.0,327.0,267642.4325,0.36553520052849914,0.4071305267073808,181233.12281886375,73785.53675006743
13097.0,8.0,328.0,360.0,136302.16,0.6170353647381266,0.6342920426104142,116295.04157709905,73765.0194674012
15009.0,2.0,13.0,25.0,117578.195,0.9023068777649351,0.8718297543379232,83874.90914350025,73124.64143369345
15021.0,7.0,358.0,366.0,157476.01,0.539680640814448,0.5637586542961488,129300.96409073671,72894.53751498839
17107.0,4.0,245.0,278.0,229580.5075,0.4171306235748134,0.4583298667507633,159032.47290144287,72889.3321139627
15249.0,11.0,225.0,256.0,70774.92727272726,1.0911811616355218,1.0606534820147688,68612.29060139647,72773.86493538036
17576.0,17.0,357.0,365.0,60794.63764705882,1.2321783919882754,1.1978713445552924,60721.73504590554,72736.82640316909
17799.0,8.0,339.0,361.0,134218.24625,0.615660653687375,0.6332683759627343,114759.61964449007,72673.63795836733
17364.0,9.0,331.0,331.0,109121.60888888889,0.7369476468762406,0.7451684942235697,97352.42399535354,72543.95919763211
17528.0,6.0,70.0,71.0,52307.97666666666,1.4631826095139613,1.320833535156865,54882.60200320244,72490.78122249711
16426.0,6.0,274.0,276.0,144453.18666666668,0.5935564999627915,0.6176631318801077,117298.89348178585,72451.201914031
15453.0,6.0,186.0,187.0,103904.175,0.799976924420915,0.8033537584539282,89832.2575996261,72167.08177306109
13571.0,11.0,241.0,253.0,69174.64090909091,1.101735978832621,1.0709698516771458,67342.02077132654,72121.27399710685
14121.0,3.0,56.0,59.0,102321.48666666668,0.8970281301917392,0.8779848133980803,81814.94952684944,71832.28319350426
14583.0,4.0,200.0,205.0,174442.3425,0.52839566861542,0.5658133179677676,126871.64293149285,71785.66524308984
15078.0,19.0,361.0,368.0,53241.59052631579,1.3610343935534448,1.3161444158958169,54162.883488485015,71286.1766521853
14710.0,3.0,45.0,59.0,101258.60999999999,0.8968647149595024,0.876363993613177,81270.61070254518,71222.6369586643
17377.0,19.0,350.0,373.0,53738.33368421053,1.3453534654577226,1.301572142913602,54594.67984428227,71058.91443660451
15804.0,12.0,198.0,198.0,50223.93166666667,1.441282913683635,1.3611549871674486,52159.703469115375,70997.44050616167
12627.0,6.0,130.0,140.0,80936.49833333334,0.9798379246723696,0.954350705102655,74274.66972921454,70884.08342734272
16007.0,3.0,168.0,215.0,247566.65333333332,0.4040028633409833,0.45336860983599864,156200.42221500084,70816.36827541098
15511.0,4.0,74.0,85.0,89194.325,0.9402422821372213,0.9148123894296041,77148.42497360794,70576.33499083681
17203.0,2.0,25.0,60.0,162591.67,0.6570417615486245,0.6858871388827025,102407.34784356228,70239.88281298663
15615.0,16.0,349.0,359.0,61237.66125,1.1793367714520506,1.1490552933150275,61093.75477541394,70200.10231317962
13050.0,16.0,352.0,366.0,61769.456249999996,1.1603107807432675,1.1319634767367117,61544.95896217961,69666.64572244708
17365.0,6.0,320.0,332.0,161580.30000000002,0.5106211230539007,0.5390523591886728,128900.26590255591,69483.99243482
16440.0,4.0,207.0,214.0,173470.1325,0.5115802491757401,0.5499913574637024,126304.57508465601,69466.42470468608
18041.0,19.0,361.0,372.0,52058.67157894737,1.3486363084226507,1.3050311632459854,53134.62555969549,69342.34220280928
14529.0,2.0,50.0,110.0,232686.855,0.47326791827256876,0.5252437957286796,131266.14444129236,68946.72795701351
14546.0,4.0,243.0,248.0,193922.0825,0.45670404157061567,0.49769911596329247,138233.72953700167,68798.8049868746
17243.0,25.0,368.0,369.0,38462.672,1.768992340891217,1.6901629406626058,40701.63850120884,68792.40101898948
14071.0,6.0,261.0,264.0,129970.15833333333,0.6149467970057652,0.6375035256104381,107488.54177771012,68524.32434601507
16843.0,11.0,285.0,327.0,81554.06818181818,0.8954130442273011,0.8875156313681851,77168.5201625715,68488.26789383317
12567.0,8.0,347.0,369.0,127471.57,0.6044158411466815,0.6226814660155318,109788.68709679607,68363.38063335347
17450.0,26.0,359.0,367.0,36377.498846153845,1.8458071699194156,1.7599423008798984,38745.37498882086,68189.62440627985
15150.0,9.0,252.0,269.0,84146.32333333333,0.8720229946385918,0.8667449611064896,78396.33609259212,67949.62927746504
16133.0,28.0,315.0,318.0,29231.636071428573,2.2347028195743786,2.102660676171472,32107.834880211605,67511.8817996277
14711.0,10.0,252.0,262.0,72781.371,0.9811670574967017,0.9642544334684677,70004.58130403371,67502.22788551831
17728.0,2.0,83.0,86.0,186402.28999999998,0.5471034508460962,0.6010815078054457,112210.38694597485,67447.58857691906
13488.0,11.0,350.0,367.0,88627.53909090908,0.8136132703650668,0.8144663094835157,82783.27568000165,67424.18903004742
13458.0,13.0,352.0,359.0,72572.28692307693,0.9690803072900925,0.9568755163888903,70358.49387480707,67324.32015880059
17566.0,1.0,17.0,25.0,246845.59,0.5831209711360493,0.6165408625599179,108646.54492960978,66985.03452505649
15152.0,12.0,178.0,187.0,44376.40916666667,1.5030608772853222,1.4111157823032714,47436.91460777466,66938.97886680343
16744.0,6.0,162.0,173.0,87974.515,0.8461857432538132,0.8427188378796522,79042.00272132334,66610.18467699391
14191.0,12.0,219.0,220.0,50029.24583333333,1.3315263403809958,1.270104117156345,52002.464213494284,66048.54389983458
13767.0,30.0,371.0,373.0,30429.21466666667,2.0923699972456022,1.9872849463563427,33026.18476384227,65632.43981676694
13704.0,8.0,83.0,88.0,37397.24375,1.6868378789520813,1.511187994480127,43422.17068543963,65619.06303410328
15034.0,6.0,338.0,353.0,159371.29166666666,0.48519925751324633,0.5145048945712541,127403.9525509237,65549.95717517406
14049.0,3.0,301.0,317.0,311865.52999999997,0.29731842711367557,0.34622712931557176,189130.27760319266,65482.03308121057
13798.0,52.0,371.0,372.0,17201.526538461538,3.593906513125097,3.3635253962836034,19446.10911305208,65407.48186065269
17581.0,9.0,372.0,372.0,107186.1,0.668421588876192,0.6816589672805166,95883.38467034801,65359.76897374994
14684.0,4.0,337.0,362.0,253961.6625,0.3358520658960657,0.37694591147773965,173253.44272200175,65307.176883501306
16422.0,47.0,352.0,369.0,18892.838936170214,3.2748369234896133,3.0679754558768617,21265.57545058107,65242.263537480256
16745.0,16.0,225.0,311.0,51020.329375,1.3130356151157039,1.2364641604732756,52424.80730585442,64821.39535340653
12841.0,23.0,367.0,371.0,39180.0547826087,1.624535212704562,1.5580107842248392,41512.911462153075,64677.56374260543
13069.0,19.0,369.0,369.0,47401.936842105264,1.3579978073192973,1.3136283787252017,49086.736711452904,64481.73036317671
13949.0,5.0,92.0,94.0,64354.68600000001,1.0725096779318115,1.0232135312778363,62875.69703251237,64335.263992192355
12685.0,5.0,65.0,93.0,64033.204000000005,1.078460519456772,1.0243973547819096,62671.13478414112,64200.14469405469
17651.0,8.0,166.0,177.0,61870.6825,1.0763226125790097,1.0407724843299702,61454.133199777076,63959.77088267689
15998.0,4.0,326.0,362.0,247299.8125,0.3358296374758512,0.3767086021002618,169367.73805382298,63802.28384313897
15443.0,6.0,319.0,320.0,140340.94166666668,0.526408929475737,0.5543472182195528,114513.38696927861,63480.177515318785
13451.0,4.0,308.0,334.0,228125.255,0.3591856932149029,0.4007085797963224,158183.6574173613,63385.54871069885
17706.0,11.0,362.0,366.0,82112.27909090908,0.8155652826123214,0.8165329579419561,77611.61490657897,63372.44149032094
14849.0,12.0,352.0,373.0,76130.125,0.8703987240032587,0.8664065357252455,73083.00582740568,63319.59389931049
16015.0,2.0,46.0,49.0,120589.875,0.718775288792388,0.7416214954369218,85114.84396266723,63122.99786347353
15752.0,6.0,333.0,372.0,159733.285,0.4642094749734803,0.49361744336125857,127649.15554526966,63009.84980747963
13871.0,11.0,286.0,308.0,69605.91454545454,0.9408831640012922,0.9293445325441736,67684.35568164372,62902.08589151076
16242.0,6.0,269.0,277.0,121308.435,0.5918176224734909,0.615913892125,101621.36052889447,62590.00768638925
17719.0,14.0,218.0,255.0,44930.125,1.371673738470269,1.3088232571498042,47533.66569170912,62213.167154892624
15601.0,13.0,361.0,372.0,68235.3,0.9404806945412579,0.930905749527476,66803.09421607324,62187.38449196825
15022.0,2.0,36.0,47.0,115104.88500000001,0.731096253202352,0.749642640444371,82856.62593027909,62112.85984068595
16779.0,20.0,364.0,366.0,42496.9985,1.436318788119926,1.3850201267533815,44721.331887211374,61939.944759005535
14132.0,10.0,181.0,183.0,47684.811,1.2889318427956586,1.2254465934324137,50486.03792720055,61867.943193787556
17509.0,2.0,6.0,63.0,140250.995,0.6413867123272367,0.6618368620133717,93209.49786740495,61689.48157840535
17434.0,6.0,83.0,85.0,45515.96,1.3300799091550928,1.2254603392963141,50281.901738977496,61618.47636551129
17965.0,12.0,332.0,369.0,72727.79916666668,0.878138520698164,0.8727988389163944,70335.09565718943,61388.38982466848
18055.0,9.0,362.0,369.0,98777.91555555555,0.672973656791991,0.6858036797864043,89501.62446676684,61380.54340616958
12720.0,20.0,367.0,369.0,42147.561,1.426479582971198,1.3763286766193634,44415.58291500194,61130.44045468223
14903.0,4.0,257.0,278.0,184716.98,0.4171701288419118,0.45872824676964674,132864.60388041768,60948.7467958076
17837.0,7.0,121.0,163.0,62941.975714285705,1.011070886457289,0.9796381401840222,62172.59984688048,60906.650084403416
13558.0,3.0,63.0,68.0,84462.19,0.838043305937106,0.833163643432613,72668.53691350078,60544.78297776963
13001.0,12.0,322.0,326.0,63674.07833333333,0.974121653025427,0.9605694148718774,63022.80025253641,60537.774362166114
15787.0,1.0,35.0,61.0,318566.71,0.4214568518044416,0.4755134536095175,127237.7239688453,60503.24955384011
17050.0,5.0,203.0,299.0,154321.73200000002,0.4741996327858329,0.5033433300519785,120122.63841361404,60462.9288337382
15061.0,28.0,369.0,372.0,29510.899285714288,1.9610311125434128,1.8666383307935488,32361.234962287228,60406.721612421665
14702.0,16.0,364.0,365.0,51952.51,1.163112603206267,1.134805597986846,53215.720723283775,60389.497777687044
16533.0,2.0,49.0,68.0,135912.95,0.6189031381582749,0.6596040848812106,91423.48705529569,60303.305515757515
16187.0,10.0,253.0,284.0,68016.284,0.9197412872976678,0.9091345297727537,66298.59302102265,60274.340190762596
14688.0,19.0,366.0,373.0,44120.97368421053,1.3456366112718547,1.3024954826998278,46234.743860483,60220.54502206271
16942.0,7.0,215.0,227.0,81682.96285714286,0.79312957390864,0.7966752478172895,75480.52456119953,60133.46561017264
16523.0,17.0,314.0,315.0,42294.49529411765,1.3927203780092454,1.3393661657743867,44884.010786861145,60116.12543217443
13078.0,24.0,363.0,366.0,33879.385833333334,1.7121953590051289,1.6376021613674638,36689.40047355255,60082.64151476611
17428.0,20.0,368.0,368.0,41025.018,1.4297634710202085,1.3792765038080874,43433.38618880371,59906.649051039654
17059.0,4.0,340.0,369.0,232214.81,0.3304768465460391,0.3713553567677546,160569.00127143695,59628.15875299651
14800.0,11.0,322.0,369.0,77071.18727272727,0.8095267603627472,0.8094645548545919,73610.11430471305,59584.77840846017
16393.0,12.0,367.0,369.0,69770.94166666667,0.8784863201108316,0.8742222405867102,67946.97082901275,59400.75307921936
17340.0,7.0,337.0,366.0,123694.14285714286,0.5395990998916859,0.563269803942826,105312.55082203561,59319.3798542469
17865.0,15.0,334.0,364.0,54352.31133333334,1.0961303485331204,1.0724089487997583,55302.2164239298,59306.59178148329
12705.0,7.0,342.0,357.0,120682.45285714287,0.5510594858907426,0.5744970684115708,103173.95782918236,59273.136309284295
13709.0,7.0,312.0,315.0,107518.28857142858,0.6113867536763683,0.6316491078003754,93826.12007091445,59265.18503116401
15701.0,3.0,108.0,110.0,114229.56666666665,0.6413410826007147,0.6737558914163239,87913.52189202272,59232.25330990827
17530.0,8.0,364.0,365.0,106136.7925,0.6100723010071286,0.6283917132106054,94069.28157877379,59112.357011776505
18116.0,7.0,297.0,364.0,122928.79714285713,0.5417976440080803,0.5638660450168378,104769.08088267209,59075.7272773615
14713.0,10.0,356.0,365.0,83099.291,0.7482924007006236,0.7548426676240724,78029.2177115212,58899.78284998418
16609.0,6.0,237.0,252.0,103305.13,0.6378807980586172,0.6583052440294178,89426.48319932044,58869.92284522128
16710.0,8.0,349.0,368.0,106483.0975,0.605813669246673,0.6240649660324389,94324.438152491,58864.577291663176
16814.0,20.0,355.0,369.0,40109.4945,1.4263141952615,1.375794296980625,42632.32628779543,58653.31137376613
16460.0,2.0,53.0,81.0,146158.41,0.565165948185945,0.6130473277126985,95641.63194199766,58632.846880123136
12839.0,13.0,365.0,367.0,62007.342307692306,0.9513293565462595,0.9409263566893133,61697.50384963282,58052.807514059896
17049.0,7.0,273.0,275.0,92355.86857142858,0.6824972862596976,0.69745216383076,83059.32628845402,57929.906846207385
13924.0,5.0,71.0,72.0,44557.606,1.2399612614766944,1.1476106048516608,50278.61478222951,57700.27152133806
14936.0,4.0,242.0,275.0,169434.97,0.4207681928040199,0.46189993034962523,123950.95713121817,57252.93846567905
