CustomerID,Recency,Frequency,Monetary
12524.0,9,8,389618.3
12526.0,1,3,165732.83
12527.0,82,3,57273.36
12528.0,9,6,229315.06
12530.0,60,4,165405.64
12531.0,15,1,37309.4
12532.0,30,1,36965.63
12534.0,131,1,145122.73
12535.0,92,2,76617.2
12536.0,43,3,629648.51
12538.0,29,1,49731.35
12539.0,22,4,642180.45
12540.0,20,17,1117149.79
12541.0,30,3,118408.69
12544.0,36,1,55799.04
12545.0,75,2,130607.94
12546.0,47,2,176806.29
12547.0,198,2,25398.379999999997
12548.0,166,1,16300.9
12550.0,79,1,138743.17
12551.0,358,1,25556.19
12552.0,39,2,43372.18
12553.0,8,10,516240.14999999997
12556.0,50,2,346168.37
12557.0,16,5,66441.35
12558.0,8,1,10997.84
12559.0,311,2,53744.85
12560.0,5,3,251144.18
12561.0,303,1,68068.38
12562.0,8,7,489463.93
12564.0,261,1,51285.32
12565.0,289,1,25589.86
12566.0,86,1,47228.64
12567.0,23,10,1178618.6
12569.0,2,32,468150.27999999997
12571.0,40,2,71284.35
12572.0,9,2,144960.79
12573.0,227,1,61040.44
12574.0,316,1,33392.729999999996
12576.0,36,5,201978.26
12577.0,35,3,335452.16
12578.0,21,2,280261.55
12579.0,78,1,74919.74
12580.0,247,1,48780.4
12581.0,40,1,39834.61
12582.0,239,2,44363.11
12583.0,3,15,542619.95
12584.0,4,9,247932.85
12585.0,234,2,207637.5
12586.0,17,1,29247.82
12587.0,8,1,6867.8099999999995
12588.0,39,1,21605.08
12589.0,29,2,90281.64
12590.0,211,2,149692.28
12591.0,317,1,57861.55
12592.0,92,2,35188.38
12593.0,109,3,48952.350000000006
12594.0,38,10,338262.26
12596.0,51,2,64399.53
12597.0,19,4,472632.43
12598.0,10,8,334013.76
12599.0,29,7,132408.76
12600.0,29,10,151834.2
12601.0,190,5,62816.39
12602.0,59,1,28803.26
12603.0,22,1,11580.1
12604.0,79,2,44911.65
12607.0,60,1,247555.75
12609.0,78,3,136117.68
12610.0,23,5,261518.72
12611.0,52,1,166484.01
12612.0,74,1,62335.6
12613.0,57,5,395911.58
12614.0,278,1,59353.61
12615.0,2,4,277978.14
12616.0,95,2,75333.62
12617.0,29,1,125568.03
12618.0,22,1,25677.489999999998
12619.0,16,9,244745.77
12620.0,15,3,214184.98
12621.0,2,20,1096619.82
12622.0,232,1,30729.21
12623.0,276,1,42649.520000000004
12624.0,106,2,123962.13
12625.0,212,2,223425.78
12626.0,23,9,764760.14
12627.0,11,7,557073.51
12628.0,4,3,124381.88
12630.0,10,2,176365.88
12631.0,57,1,61220.32
12633.0,59,4,273969.71
12635.0,90,2,251521.74
12637.0,67,8,923928.65
12638.0,33,1,89893.9
12639.0,239,1,48390.54
12640.0,24,3,123705.38
12641.0,115,1,27135.84
12642.0,25,3,130167.2
12643.0,128,6,61789.61
12644.0,130,1,81522.06
12645.0,34,4,159840.89
12646.0,5,2,109347.67
12647.0,22,12,315220.15
12648.0,155,1,51506.53
12649.0,107,3,84423.67
12650.0,3,1,60688.13
12651.0,335,1,19062.5
12652.0,331,1,133798.72
12653.0,149,2,112462.02
12654.0,11,5,85058.88
12656.0,17,5,283601.63
12657.0,11,4,117747.95
12658.0,19,1,91619.56
12659.0,30,1,9620.599999999999
12660.0,11,1,26553.64
12662.0,1,11,590007.86
12664.0,8,9,85018.38
12665.0,325,1,2237.43
12667.0,58,1,90453.65
12668.0,12,4,387893.07
12669.0,151,3,235320.27
12670.0,10,5,192425.39
12672.0,330,1,26337.91
12673.0,5,2,88085.51
12674.0,39,4,198881.52
12676.0,25,6,106702.84999999999
12678.0,42,12,415364.35
12679.0,59,4,153763.11
12680.0,1,4,135828.55000000002
12681.0,15,22,1531750.39
12682.0,4,31,1357209.51
12683.0,4,15,914763.47
12684.0,8,7,283119.19
12685.0,28,6,367672.12
12686.0,372,1,10484.83
12688.0,114,1,411340.82
12689.0,26,2,218690.78
12690.0,206,1,36448.61
12691.0,28,6,89529.75
12693.0,127,4,115409.05
12694.0,70,2,100424.5
12695.0,7,4,65675.4
12697.0,29,3,109838.9
12700.0,8,4,694367.33
12701.0,80,2,140302.02
12702.0,20,1,59776.28
12703.0,71,1,58321.31
12704.0,7,8,242430.91
12705.0,15,9,907276.23
12707.0,292,1,85627.83
12708.0,30,10,403416.48
12709.0,15,15,511447.66
12710.0,97,3,201430.11
12712.0,29,13,335558.37
12713.0,1,1,84926.02
12714.0,9,5,624751.87
12715.0,106,1,67148.81
12716.0,4,2,176034.56
12717.0,151,2,144828.45
12718.0,71,1,44483.56
12719.0,5,2,114735.56
12720.0,3,25,898610.98
12721.0,32,6,456139.83999999997
12722.0,85,4,143307.8
12723.0,4,5,183264.64
12724.0,5,4,145300.63
12725.0,371,1,82832.15
12726.0,28,7,328641.56
12727.0,11,7,341590.35
12728.0,71,4,120059.77
12729.0,114,1,90717.86
12731.0,24,12,687068.64
12732.0,180,1,21778.18
12733.0,234,1,53205.19
12734.0,353,1,7466.76
12735.0,315,2,106369.89
12736.0,333,1,11702.0
12738.0,372,1,33761.71
12739.0,78,2,90889.93000000001
12740.0,64,1,60540.16
12743.0,134,2,319162.63
12744.0,52,7,624488.58
12747.0,2,11,278907.21
12748.0,1,210,11783932.17
12749.0,4,5,519002.37
12750.0,129,1,42300.090000000004
12752.0,81,1,119563.0
12753.0,23,6,463117.18
12754.0,236,3,152303.82
12755.0,281,2,12178.8
12756.0,87,1,9561.32
12757.0,16,13,896233.55
12758.0,117,2,220751.04
12759.0,52,3,233554.63
12762.0,8,2,178612.05000000002
12763.0,138,2,47405.16
12764.0,317,1,114803.09
12766.0,4,7,836637.32
12769.0,239,1,76349.08
12770.0,211,1,26281.809999999998
12772.0,60,1,115826.11
12775.0,17,5,195822.12
12778.0,20,6,134668.27
12779.0,38,8,376846.14
12781.0,64,2,70382.05
12782.0,5,5,279074.57
12783.0,2,6,193395.45
12784.0,9,2,127546.93000000001
12785.0,364,1,42003.81
12787.0,10,3,49123.24
12789.0,65,1,10336.68
12790.0,192,1,68688.03
12791.0,374,1,1305.7
12792.0,257,1,40498.43
12793.0,335,2,88451.78
12794.0,53,2,107980.01
12795.0,19,1,36532.54
12797.0,366,1,34551.08
12798.0,10,3,14566.68
12802.0,187,1,62914.02
12808.0,37,3,77570.15
12809.0,178,1,63349.8
12811.0,261,3,85955.24
12812.0,45,1,55851.25
12814.0,102,1,3226.7900000000004
12815.0,148,2,104650.32
12816.0,96,2,64672.25
12817.0,281,1,9683.35
12818.0,262,1,23974.14
12820.0,3,4,142047.19
12821.0,214,1,12523.14
12822.0,71,2,83713.33
12823.0,75,5,22279.64
12824.0,60,1,70134.12
12826.0,3,7,249995.88
12827.0,6,3,56689.26
12828.0,3,6,124149.78
12829.0,337,2,20532.85
12830.0,38,6,76837.08
12831.0,262,1,25543.13
12832.0,32,2,74764.53
12833.0,145,1,65253.049999999996
12834.0,283,1,42330.24
12836.0,59,4,412861.14
12837.0,173,1,23193.73
12838.0,34,2,362325.8
12839.0,3,14,863296.35
12840.0,144,4,300288.45
12841.0,5,25,969624.74
12842.0,70,2,97486.45999999999
12843.0,66,8,269242.63
12844.0,29,2,115933.76
12845.0,267,4,54580.25
12847.0,22,1,253640.4
12849.0,31,2,110068.89
12851.0,97,1,127904.22
12852.0,295,1,31195.239999999998
12853.0,135,6,180494.76
12854.0,79,3,275557.92
12855.0,373,1,6166.5
12856.0,8,6,716058.76
12857.0,211,2,132283.93
12863.0,52,1,19738.66
12864.0,138,1,2601.18
12865.0,26,2,243563.78
12866.0,283,1,43891.58
12867.0,26,7,1341214.77
12868.0,186,6,265615.99
12871.0,84,2,31876.32
12872.0,327,2,166025.02
12873.0,282,1,11614.99
12875.0,143,2,10145.7
12876.0,58,2,205777.86
12877.0,4,12,437712.27
12878.0,236,2,101535.89
12879.0,45,3,23667.6
12881.0,276,1,18812.47
12882.0,9,2,27355.0
12883.0,25,4,158886.5
12884.0,88,1,15977.05
12885.0,63,3,176288.66
12886.0,68,2,213686.63
12888.0,214,2,11239.189999999999
12890.0,24,1,229965.89
12891.0,186,3,9567.03
12893.0,31,1,76672.42
12895.0,42,2,61431.62
12897.0,205,2,4259.0599999999995
12901.0,9,28,281338.53
12902.0,265,1,25004.73
12904.0,18,2,197212.82
12906.0,12,5,150647.0
12908.0,176,2,11878.06
12909.0,40,5,238032.62
12910.0,23,8,175996.37
12912.0,3,5,52156.939999999995
12913.0,5,5,128124.58
12915.0,149,2,65518.59
12916.0,139,4,285181.02999999997
12917.0,128,1,2928.2799999999997
12919.0,8,6,118142.63
12920.0,17,1,86104.78
12921.0,9,37,1745753.36
12922.0,161,1,63402.08
12923.0,64,1,49664.42
12924.0,88,4,91021.6
12925.0,5,2,113615.82
12928.0,35,5,244725.28
12929.0,312,1,12514.59
12930.0,78,2,64769.13
12931.0,22,15,238758.21
12933.0,24,3,286629.24
12935.0,2,7,336292.96
12936.0,17,4,159288.55
12937.0,15,4,323008.7
12938.0,26,1,16355.099999999999
12939.0,64,8,114618.69
12940.0,55,2,243549.75
12942.0,131,3,191599.63
12944.0,36,2,80358.89
12945.0,288,1,73759.95
12947.0,144,6,258834.84
12948.0,16,7,370449.19
12949.0,31,8,524865.4299999999
12950.0,2,3,47266.39
12951.0,9,6,187555.94
12952.0,6,4,199907.33
12953.0,10,1,47587.19
12955.0,1,11,489536.07
12956.0,306,1,52827.13
12957.0,10,8,597546.55
12962.0,7,2,29950.64
12963.0,8,8,230485.18
12965.0,89,1,330078.66
12966.0,10,1,11465.36
12967.0,358,2,63255.73
12968.0,112,1,11204.1
12970.0,7,4,395587.75
12971.0,4,86,741273.87
12974.0,198,1,22277.73
12976.0,212,1,74980.16
12977.0,156,1,12839.91
12980.0,158,9,43676.25
12981.0,30,2,63224.14
12982.0,243,1,78707.82
12984.0,19,1,8463.99
12985.0,1,2,183316.85
12987.0,74,2,79042.59
12988.0,292,1,257724.78
12989.0,3,15,188460.15
12990.0,31,3,26925.02
12991.0,23,2,66119.27
12993.0,23,4,63568.65
12994.0,4,3,146520.77
12995.0,85,1,3845.39
12997.0,22,4,135817.07
12999.0,196,3,74799.39
13000.0,107,3,64024.02
13001.0,4,13,865185.24
13002.0,318,1,23140.12
13003.0,106,3,14210.570000000002
13004.0,12,18,1117197.67
13005.0,174,2,62296.26
13006.0,56,1,19008.66
13008.0,323,1,35273.770000000004
13011.0,372,1,6022.16
13012.0,9,8,235665.01
13013.0,1,13,540645.22
13014.0,11,10,278140.91
13015.0,53,5,453705.15
13016.0,73,3,110061.34
13017.0,7,1,4288.75
13018.0,16,28,1127280.19
13021.0,4,9,303539.35
13023.0,64,2,96873.65
13026.0,1,5,105123.28
13027.0,114,6,80473.19
13028.0,23,2,113592.59
13029.0,31,3,17972.75
13030.0,11,2,235504.87
13032.0,52,2,192514.82
13033.0,357,1,38982.39
13034.0,55,2,96380.75
13035.0,74,2,69971.24
13037.0,138,3,111507.20999999999
13038.0,80,3,75972.55
13040.0,9,2,114961.27
13043.0,273,1,32476.02
13044.0,291,1,82850.71
13045.0,99,1,38669.11
13046.0,31,2,89375.64
13047.0,32,10,470877.86
13048.0,14,4,324529.84
13049.0,64,2,47893.46
13050.0,15,17,1041090.83
13052.0,212,1,54550.18
13055.0,78,3,235228.41
13058.0,25,3,24804.489999999998
13059.0,250,1,14369.98
13060.0,254,1,21239.73
13061.0,72,1,15083.3
13062.0,191,1,17542.09
13064.0,13,4,167734.98
13065.0,373,1,36312.56
13066.0,24,2,96472.66
13067.0,82,1,21197.75
13068.0,10,2,1858.41
13069.0,1,24,997131.45
13070.0,192,1,24473.04
13072.0,267,1,19603.449999999997
13075.0,130,1,44215.15
13077.0,1,4,279455.7
13078.0,3,26,837199.01
13079.0,4,5,18162.1
13080.0,179,1,6428.3
13081.0,12,11,2562321.61
13082.0,126,9,236834.52
13083.0,4,2,51451.799999999996
13085.0,158,2,49429.5
13089.0,3,97,4657964.63
13090.0,9,14,403811.08999999997
13091.0,28,1,70724.76
13092.0,71,5,83218.3
13093.0,276,8,377415.23
13094.0,21,12,29712.46
13095.0,71,1,15108.060000000001
13097.0,33,10,1110882.95
13098.0,1,28,1487622.67
13099.0,99,1,1925.25
13101.0,234,1,20428.0
13102.0,1,24,798170.15
13103.0,40,1,26358.45
13104.0,3,6,48864.01
13106.0,133,1,1738.03
13107.0,44,4,165818.41
13108.0,373,1,14617.16
13109.0,60,2,121598.93
13110.0,31,7,369619.33
13113.0,1,24,501658.05
13115.0,12,4,299206.2
13116.0,138,1,107293.29000000001
13117.0,22,8,176428.77
13118.0,20,5,188865.75
13120.0,239,1,385.84
13121.0,269,1,119941.93000000001
13122.0,94,2,110007.17
13124.0,90,3,609551.28
13126.0,5,8,359406.76
13127.0,78,1,20555.52
13130.0,94,1,3427.29
13131.0,23,3,131650.52
13132.0,262,1,12382.490000000002
13133.0,274,2,18003.77
13134.0,86,4,273703.4
13135.0,197,1,2515.35
13136.0,56,5,315522.52
13137.0,11,8,1769964.44
13138.0,22,6,177635.77
13139.0,16,7,442258.37
13140.0,108,3,140007.2
13141.0,85,5,356858.14
13142.0,19,1,67468.05
13144.0,333,1,7257.400000000001
13145.0,40,4,14345.529999999999
13146.0,26,1,37872.68
13147.0,10,4,7863.44
13148.0,29,12,831880.54
13149.0,14,4,233330.09
13151.0,296,1,194251.11
13153.0,6,1,33413.99
13155.0,33,4,216211.07
13157.0,49,4,223876.28
13158.0,95,4,204095.82
13159.0,9,4,296741.23
13160.0,22,1,14167.08
13161.0,313,1,16781.66
13162.0,122,4,202985.49
13165.0,46,2,106805.07
13166.0,283,1,71197.24
13167.0,19,4,148310.89
13168.0,36,4,308931.32
13169.0,64,2,24476.57
13170.0,27,1,81897.12
13171.0,22,3,115037.43000000001
13173.0,4,2,126414.07
13174.0,16,3,798119.26
13176.0,46,1,191246.75
13177.0,65,1,29473.26
13178.0,26,11,686379.8
13182.0,45,1,20667.23
13183.0,8,9,218851.88999999998
13184.0,15,10,440964.82
13185.0,268,1,3617.4
13186.0,40,3,183710.52
13187.0,337,1,130229.06
13188.0,11,1,514.55
13189.0,19,2,55332.15
13192.0,95,2,162558.19
13193.0,61,1,61054.06
13194.0,136,1,10127.099999999999
13196.0,11,4,278867.93
13198.0,10,6,622669.99
13199.0,4,38,328018.4
13200.0,19,4,118094.31
13203.0,10,4,118643.48
13207.0,15,2,21631.87
13208.0,59,6,325323.46
13209.0,30,8,792990.48
13210.0,94,1,59635.86
13211.0,10,3,155689.59
13212.0,20,3,366926.59
13213.0,57,5,237621.84
13216.0,268,1,4371.66
13217.0,122,3,15105.640000000001
13218.0,127,1,9910.25
13220.0,78,4,43522.32
13221.0,240,2,176013.96
13223.0,200,2,18200.98
13224.0,60,2,293665.01
13225.0,3,7,84661.52
13226.0,273,1,45063.97
13227.0,202,1,18576.02
13228.0,81,1,6672.5
13229.0,226,1,28745.0
13230.0,4,14,1567007.7
13232.0,13,7,506534.95
13233.0,74,2,106105.76000000001
13235.0,212,1,147378.74
13236.0,25,2,89298.03
13238.0,17,4,80689.89
13239.0,262,1,59977.14
13240.0,96,4,176150.82
13242.0,112,3,29372.010000000002
13243.0,203,1,156099.37
13244.0,93,1,80865.82
13245.0,51,1,39962.87
13246.0,18,6,346262.26
13247.0,18,4,38357.27
13248.0,125,2,82951.48
13249.0,92,3,62254.44
13253.0,157,2,111724.54
13255.0,9,2,32019.48
13256.0,14,1,618.6
13258.0,12,3,128499.73999999999
13259.0,62,1,187085.4
13260.0,61,1,24655.010000000002
13261.0,269,2,28883.34
13262.0,263,1,26356.41
13263.0,1,35,4233075.52
13265.0,53,5,206392.06
13266.0,11,12,426194.83
13267.0,3,19,533298.04
13268.0,18,11,1127682.74
13269.0,1,15,819806.79
13270.0,366,1,4158.400000000001
13271.0,37,1,260734.14
13272.0,31,2,43716.96
13273.0,113,1,34941.81
13276.0,64,2,77900.88
13277.0,16,4,18743.33
13278.0,41,1,123390.76
13279.0,78,1,17108.5
13280.0,122,3,224160.77
13282.0,18,3,85803.45
13283.0,60,2,11781.7
13284.0,331,1,35573.41
13285.0,23,4,462664.08
13291.0,156,1,99119.92
13292.0,39,2,100743.52
13294.0,190,2,156638.74
13295.0,360,1,23240.589999999997
13296.0,137,1,17677.519999999997
13297.0,8,4,147570.07
13298.0,1,1,1019.64
13299.0,268,1,15005.429999999998
13300.0,169,1,54909.979999999996
13301.0,104,4,205118.46
13302.0,155,1,274.93
13304.0,351,1,54420.42
13305.0,4,10,238931.28
13307.0,120,1,1308.2
13308.0,23,3,139911.6
13309.0,7,5,264375.95
13310.0,28,3,194169.74
13311.0,4,2,66028.88
13313.0,22,5,201050.7
13314.0,2,3,169876.17
13316.0,37,4,216023.99
13317.0,66,6,321892.53
13318.0,1,3,44039.46
13319.0,5,26,1200723.75
13320.0,78,4,289372.11
13321.0,72,2,24530.5
13322.0,17,1,67826.31
13323.0,3,5,55177.0
13324.0,36,10,181136.94
13325.0,82,1,20542.96
13327.0,39,8,285259.39
13328.0,316,1,54769.18
13329.0,32,2,45265.95
13330.0,93,3,120259.71
13332.0,14,1,46605.35
13334.0,82,3,651733.84
13336.0,77,1,127083.1
13338.0,158,1,53602.72
13339.0,201,1,139406.98
13340.0,45,7,380141.55
13341.0,261,1,114966.85
13343.0,178,1,65338.71
13344.0,68,3,296652.2
13345.0,288,1,42202.5
13347.0,70,1,25890.23
13348.0,64,1,45144.78
13349.0,11,1,30319.57
13350.0,16,2,91594.67
13351.0,66,1,29679.62
13352.0,60,1,63491.799999999996
13354.0,71,1,141300.4
13355.0,122,1,67352.71
13356.0,80,1,79385.73
13357.0,257,1,254605.38
13358.0,269,1,77019.38
13359.0,64,1,58738.79
13362.0,9,4,469254.47
13363.0,18,2,175536.97
13364.0,71,1,17160.65
13365.0,34,2,292327.81
13366.0,50,1,99.12
13368.0,257,2,82803.68
13369.0,366,1,30763.82
13370.0,372,1,106125.43000000001
13372.0,90,1,61481.02
13373.0,61,3,456266.0
13375.0,89,1,95038.67
13376.0,99,3,126801.12999999999
13379.0,26,3,220159.92
13381.0,32,6,420548.22
13382.0,281,1,44007.43
13384.0,31,7,364629.51
13385.0,330,1,82884.19
13388.0,131,2,80584.34
13389.0,11,3,120340.43
13390.0,75,1,27135.86
13391.0,204,1,2184.06
13394.0,2,8,382509.53
13395.0,185,1,58425.15
13396.0,29,2,105231.70999999999
13397.0,73,5,82388.86
13398.0,192,1,48681.99
13402.0,127,2,95724.03
13403.0,18,1,15437.17
13404.0,1,2,26413.440000000002
13405.0,74,3,53610.38
13408.0,2,62,1170510.28
13410.0,24,5,70246.53
13411.0,107,1,39634.31
13414.0,134,3,62682.61
13416.0,44,2,42713.36
13417.0,5,2,86481.32
13418.0,12,18,754490.58
13419.0,64,1,38545.83
13420.0,150,2,21703.98
13421.0,40,2,241274.38
13422.0,64,1,325682.99
13425.0,108,3,195074.16
13426.0,1,10,356268.45
13427.0,19,3,47745.5
13428.0,10,1,185279.43
13429.0,11,4,179853.24
13430.0,19,2,118008.2
13431.0,67,2,126882.84
13434.0,74,2,31842.660000000003
13435.0,5,7,257976.02
13436.0,2,1,54500.13
13437.0,14,7,457967.07
13439.0,255,1,146113.37
13441.0,92,1,36609.42
13447.0,23,3,160190.5
13448.0,17,6,544215.36
13449.0,24,1,39761.48
13450.0,27,6,177728.68
13451.0,26,5,1030373.63
13452.0,259,2,1834.88
13453.0,166,2,47270.72
13455.0,25,2,148627.46
13456.0,18,6,201548.08
13458.0,7,14,1015897.78
13460.0,29,2,68531.28
13461.0,39,3,64267.96
13462.0,253,1,37490.380000000005
13464.0,58,1,71027.14
13466.0,184,1,33730.94
13467.0,11,2,264631.89
13468.0,2,37,711416.76
13470.0,99,2,31151.47
13471.0,1,4,549321.44
13473.0,61,2,46763.38
13474.0,236,1,174758.77
13475.0,191,4,216703.5
13476.0,179,2,125367.54000000001
13477.0,38,6,172178.88
13479.0,201,2,38388.75
13481.0,46,5,280804.0
13482.0,232,1,20348.31
13483.0,66,1,29036.69
13484.0,241,1,23047.83
13485.0,233,1,51103.6
13486.0,78,3,167518.5
13487.0,58,3,93822.75
13488.0,17,13,1088618.35
13489.0,105,4,22989.35
13491.0,52,10,230273.73
13492.0,136,3,128024.8
13493.0,275,2,24494.85
13494.0,312,1,43666.380000000005
13495.0,8,5,156528.53
13496.0,11,2,95536.36
13497.0,283,2,56364.38
13499.0,18,5,105038.93000000001
13500.0,23,3,150224.13999999998
13501.0,288,1,120737.46
13502.0,17,3,40216.68
13503.0,71,1,44194.91
13504.0,64,1,54041.63
13505.0,73,4,562481.56
13506.0,316,2,67313.17
13507.0,3,4,398380.14
13508.0,244,1,32444.920000000002
13509.0,9,7,100532.34
13510.0,1,4,289960.79
13512.0,261,1,43210.71
13513.0,127,1,16832.99
13514.0,74,1,10876.96
13515.0,73,4,160445.8
13516.0,21,3,102845.72
13517.0,60,3,354796.48
13518.0,86,1,117506.78
13519.0,78,1,23131.559999999998
13520.0,59,6,218986.26
13521.0,1,3,1061498.06
13522.0,30,1,15633.89
13523.0,33,5,387423.48
13524.0,41,5,65341.04
13525.0,15,2,7907.84
13527.0,34,7,631473.89
13529.0,79,2,50916.42
13531.0,205,2,50740.19
13532.0,34,1,171956.06
13533.0,183,3,203449.23
13534.0,2,25,749121.31
13536.0,1,7,435572.96
13538.0,43,7,62195.79
13539.0,86,3,97557.43
13544.0,40,2,210634.65
13546.0,12,3,213700.57
13548.0,96,2,300185.72
13549.0,26,7,105134.97
13551.0,319,1,13323.57
13552.0,66,12,260556.52
13555.0,74,4,321336.72000000003
13557.0,28,2,89538.92
13558.0,6,4,390719.66
13560.0,7,1,92952.99
13561.0,216,1,39817.450000000004
13562.0,82,3,252750.2
13563.0,84,2,116149.94
13564.0,144,3,155456.78
13565.0,19,2,90023.13
13566.0,41,2,449343.66000000003
13568.0,173,1,115558.2
13569.0,17,2,256877.09
13570.0,243,1,80085.72
13571.0,13,12,835955.39
13572.0,206,1,96604.87
13573.0,50,2,91930.29
13575.0,23,5,111408.33
13576.0,10,18,336047.43
13577.0,25,4,229812.02
13579.0,15,2,41689.81
13581.0,309,1,27397.45
13583.0,156,1,117878.51
13584.0,307,1,50268.61
13587.0,64,1,27826.350000000002
13588.0,16,9,452265.99
13589.0,15,2,65864.05
13590.0,11,6,257448.63
13591.0,65,3,159948.29
13592.0,36,4,50524.659999999996
13593.0,108,5,354892.18
13594.0,53,1,71873.94
13596.0,6,2,439180.02999999997
13598.0,47,1,103206.7
13599.0,1,21,654347.65
13600.0,312,1,47495.56
13601.0,45,2,268860.19
13602.0,65,1,55409.02
13603.0,26,1,48147.75
13606.0,29,3,125962.21
13607.0,40,1,272516.01
13610.0,12,7,507188.28
13611.0,89,3,162994.95
13614.0,24,4,505431.49
13615.0,319,1,63119.25
13617.0,40,3,124527.99
13618.0,174,1,44228.09
13621.0,117,1,52362.479999999996
13623.0,31,5,200186.53
13626.0,253,1,51222.82
13627.0,59,5,257585.66
13629.0,23,11,163224.69
13630.0,5,7,228282.96
13631.0,100,11,26890.78
13632.0,25,5,373898.98
13634.0,33,5,476900.72
13635.0,68,1,164872.65
13636.0,37,5,167058.34
13637.0,52,3,238942.9
13638.0,16,1,19847.23
13639.0,74,1,86734.67
13642.0,216,1,162514.45
13643.0,31,3,44532.34
13644.0,16,4,351582.77
13645.0,120,1,5971.1
13647.0,10,4,185977.57
13649.0,257,2,56307.48
13650.0,17,6,215694.31
13651.0,35,2,22077.86
13652.0,46,3,191070.64
13654.0,43,6,405233.58999999997
13655.0,114,2,146244.18
13656.0,165,2,123607.61
13657.0,11,2,33817.22
